time,distance,new_price,temperature,rain_amount,wind_speed,humidity
07:06:00,7.77,157934.74,29.2,0.0,1.3,70.3
21:55:00,5.4,87555.39,27.3,0.0,6.4,76.2
02:22:00,3.85,64552.63,27.5,0.0,5.5,76.1
00:43:00,2.37,40102.67,25.6,0.0,1.7,64.8
02:24:00,5.22,96030.46,24.8,0.0,4.5,81.8
04:26:00,1.32,25072.72,23.5,0.0,2.6,89.2
14:40:00,5.03,69411.48,33.6,0.6,1.5,62.6
13:05:00,8.77,137734.92,30.4,9.4,1.4,83.6
02:54:00,4.63,86684.41,18.9,0.0,5.1,93.2
00:33:00,8.19,149460.34,24.6,5.7,0.9,93.5
04:08:00,2.42,43535.14,21.4,0.0,4.4,96.3
22:59:00,12.42,216885.62,28.5,4.2,2.3,82.6
13:48:00,7.76,112903.68,33.9,0.0,5.1,53.2
06:32:00,5.69,88263.36,24.3,0.7,3.3,81.5
08:50:00,3.32,65445.08,40.0,0.0,0.4,46.8
14:59:00,3.06,46648.16,35.3,22.8,4.8,100.0
14:05:00,4.33,62012.37,27.0,0.0,3.0,70.2
09:36:00,8.18,170908.71,27.0,0.0,8.4,73.1
12:30:00,2.32,35234.18,30.6,0.0,1.4,66.4
18:33:00,4.51,106576.54,30.8,0.0,1.1,66.3
06:40:00,6.47,98578.34,28.7,0.4,3.9,73.6
16:28:00,7.13,154645.1,34.6,0.0,3.7,63.7
19:57:00,6.46,88748.94,30.7,0.0,5.8,68.2
03:13:00,2.21,40549.31,26.0,0.0,2.1,73.6
04:35:00,7.89,143128.2,20.9,0.0,3.4,90.0
22:35:00,4.63,85815.47,22.0,0.0,12.9,91.7
06:52:00,2.6,38748.76,27.6,0.0,0.3,76.1
12:14:00,4.43,70736.7,36.0,0.0,1.6,55.6
14:07:00,1.68,27368.94,27.7,0.0,0.8,78.6
10:25:00,5.98,81507.03,23.4,10.7,9.2,100.0
03:35:00,4.2,78758.99,26.0,8.5,8.4,93.0
12:47:00,2.37,32311.23,30.8,0.0,2.8,76.7
06:20:00,3.88,57510.67,24.8,0.0,2.3,75.6
18:27:00,3.15,70432.16,30.1,0.0,6.5,73.4
21:03:00,3.25,50640.49,25.1,0.0,2.4,78.8
01:15:00,1.45,25405.06,26.7,2.3,4.2,90.4
09:21:00,1.94,42660.1,24.5,0.0,1.2,77.5
12:11:00,4.0,58047.93,32.8,0.0,1.8,68.6
20:15:00,3.67,53259.27,26.4,0.0,9.1,79.6
05:50:00,7.29,125217.56,22.3,0.0,7.7,82.6
11:39:00,3.27,50819.11,29.7,0.0,6.9,75.7
11:37:00,3.44,47279.42,29.0,0.0,5.6,75.0
19:41:00,3.52,51426.79,35.8,0.0,1.4,62.3
10:36:00,4.06,58078.28,25.7,0.0,7.4,75.6
22:28:00,4.69,80635.9,25.3,0.0,2.7,89.1
06:17:00,3.66,50048.21,26.4,0.0,3.1,71.1
00:09:00,5.96,101799.03,24.0,0.0,2.7,83.3
00:41:00,14.16,252518.02,24.8,0.0,2.6,88.7
19:38:00,2.97,44526.13,30.1,0.0,3.0,71.9
12:17:00,5.45,78004.75,37.9,9.2,2.3,63.3
08:00:00,4.55,97565.29,24.2,0.0,6.2,73.9
02:38:00,7.56,132441.33,25.9,0.0,0.6,70.1
06:20:00,4.96,72431.44,25.5,0.0,0.4,80.5
05:00:00,3.12,58743.15,25.1,0.0,2.9,86.8
07:14:00,2.5,52952.32,23.1,0.0,1.2,81.5
08:03:00,6.08,135978.55,24.2,0.0,2.5,86.5
04:59:00,2.61,45820.96,22.9,0.0,4.3,86.3
00:19:00,8.1,153767.47,26.4,0.0,2.9,68.3
18:09:00,5.91,137193.93,29.7,4.7,0.4,73.9
09:22:00,4.68,103764.11,24.4,0.0,1.0,78.1
11:40:00,2.33,38066.92,26.2,0.0,3.7,80.4
23:33:00,6.28,103794.89,21.0,0.0,2.8,86.9
14:59:00,10.06,138449.33,34.5,0.0,9.5,65.5
21:45:00,3.62,56248.34,28.5,0.0,5.0,78.2
23:47:00,3.09,54649.96,26.3,4.7,1.2,80.3
08:32:00,4.28,93980.77,25.4,0.0,1.6,78.5
19:33:00,5.66,76617.04,27.4,0.0,2.6,79.5
16:38:00,3.44,80480.95,30.9,0.0,8.7,70.2
16:09:00,7.03,150393.85,32.3,0.0,12.1,59.1
19:53:00,11.65,167428.05,30.5,3.1,10.6,72.5
11:19:00,5.29,86733.94,25.7,0.0,1.1,72.3
06:00:00,3.81,52018.41,28.1,7.0,1.2,90.8
01:12:00,5.58,97992.59,25.8,0.0,7.1,86.3
02:00:00,8.07,135268.56,20.3,0.0,5.3,98.8
16:04:00,4.85,114365.93,38.3,0.0,1.5,53.1
04:15:00,5.71,106292.58,28.4,2.8,2.1,80.5
16:14:00,6.37,149181.3,31.2,0.0,8.2,74.5
23:48:00,2.89,52309.87,23.3,0.0,6.7,84.4
16:27:00,5.64,124452.37,36.1,0.0,1.1,49.8
16:30:00,2.29,48128.42,25.2,0.0,4.1,78.4
01:22:00,3.22,55893.14,27.4,0.0,7.9,73.9
01:47:00,7.95,143398.23,27.6,0.0,12.2,70.6
21:44:00,6.93,107330.35,28.8,1.6,5.1,77.9
22:42:00,3.92,67292.74,21.7,8.1,6.0,100.0
04:16:00,10.52,177895.83,22.4,3.8,2.0,90.7
00:48:00,2.33,39815.91,29.9,0.0,5.3,79.5
00:33:00,4.04,71037.41,25.1,4.0,7.5,86.7
18:12:00,5.14,110283.02,29.8,0.5,0.5,70.7
01:13:00,1.1,18678.07,26.9,0.0,7.5,70.5
20:10:00,4.14,56460.09,30.6,0.0,2.9,59.5
11:27:00,2.55,41046.93,29.6,0.0,2.5,70.3
05:41:00,2.58,44330.39,21.0,0.0,12.8,79.9
22:31:00,3.91,74181.7,28.0,0.0,5.4,68.2
03:34:00,1.8,32047.13,23.9,0.0,4.6,79.3
22:58:00,2.99,55049.06,27.7,3.7,1.0,82.6
10:30:00,1.82,24983.89,25.0,0.0,2.5,83.3
23:16:00,4.77,87016.63,22.7,0.0,0.9,89.0
16:46:00,4.72,103264.0,36.2,0.0,8.6,64.2
05:08:00,3.76,63196.52,20.2,0.0,10.9,88.4
23:09:00,7.38,141800.11,22.9,0.0,4.5,93.2
04:07:00,3.86,70768.53,19.2,0.0,1.2,91.3
19:20:00,4.43,63021.09,27.3,10.9,2.6,100.0
01:12:00,2.85,50596.83,24.5,0.0,2.9,85.0
05:58:00,1.42,24893.22,24.7,0.0,3.6,81.5
21:49:00,4.17,65021.15,26.3,0.0,2.6,73.8
10:04:00,3.9,59819.71,27.2,0.0,3.6,64.3
15:05:00,10.54,142883.62,29.8,0.0,3.5,73.1
15:29:00,6.26,88184.87,40.0,0.0,2.8,57.7
00:30:00,3.65,65376.26,30.0,4.3,2.3,81.9
08:16:00,4.81,100236.83,31.2,0.0,1.2,75.0
05:10:00,7.05,127313.94,22.9,3.2,1.0,91.8
15:19:00,5.8,90784.87,31.8,0.0,3.5,67.0
02:47:00,10.32,191465.67,20.9,0.0,1.6,93.5
19:08:00,3.02,44149.67,29.9,11.5,8.5,91.4
03:01:00,7.3,139619.15,26.5,0.0,12.1,73.2
18:36:00,3.63,76863.91,28.1,1.5,2.2,83.0
02:00:00,4.94,90122.22,22.2,0.0,0.8,79.2
18:03:00,3.39,80875.11,31.1,0.0,2.6,67.6
19:35:00,4.17,63232.26,36.9,0.0,4.8,50.2
06:53:00,4.98,74055.29,20.9,0.0,8.7,81.7
19:57:00,6.03,83817.49,35.3,0.0,5.9,63.5
08:24:00,4.62,101347.99,28.4,4.6,0.9,74.4
00:02:00,1.29,22783.54,22.2,0.0,0.4,80.8
07:08:00,4.31,93166.85,27.4,0.0,3.4,82.9
06:21:00,9.35,131743.01,16.9,0.0,6.8,96.3
17:22:00,4.3,90744.62,39.2,17.8,0.4,78.4
07:11:00,9.48,193558.45,24.3,0.0,3.4,79.7
00:09:00,4.22,73197.57,21.7,0.0,2.6,83.9
10:33:00,2.04,32920.53,25.3,0.0,4.3,82.6
17:42:00,3.61,85158.64,33.3,0.0,4.6,65.7
22:09:00,3.39,61361.83,30.0,0.0,2.1,67.3
09:29:00,4.0,78145.04,28.7,0.0,3.2,62.0
02:21:00,2.48,42579.64,23.1,10.5,2.2,100.0
06:05:00,4.46,68790.28,21.8,2.4,1.7,94.6
15:49:00,3.8,52501.66,35.9,4.1,4.9,67.9
15:01:00,8.53,133129.39,35.5,0.0,2.3,57.2
19:29:00,2.45,33122.93,25.8,0.0,4.2,78.8
16:01:00,5.07,116792.22,32.6,0.0,4.8,56.3
01:31:00,5.5,104765.11,23.7,0.0,2.4,87.3
00:41:00,6.6,118240.26,22.5,0.0,6.1,87.2
15:15:00,3.74,59739.72,39.0,0.0,3.6,46.5
11:11:00,5.0,79299.21,26.4,0.0,4.2,75.5
04:00:00,5.35,99005.97,22.8,0.0,1.3,78.8
04:52:00,1.97,35058.08,23.7,0.0,4.1,87.4
22:07:00,3.8,65875.33,27.1,0.0,5.8,75.5
08:47:00,4.41,97364.05,28.8,2.8,1.6,80.0
08:49:00,4.68,100264.99,24.6,2.0,4.0,86.2
02:12:00,4.65,87796.06,23.4,3.2,3.5,88.6
18:14:00,5.58,126365.81,33.7,0.0,4.3,61.5
15:52:00,11.81,165500.37,31.1,17.0,1.6,92.9
15:43:00,3.33,54702.01,29.9,0.0,1.5,71.9
02:07:00,5.42,92446.63,22.0,22.0,2.9,100.0
19:09:00,8.59,139455.06,28.3,0.0,3.9,72.5
23:45:00,1.82,31223.97,27.7,9.2,3.0,83.2
21:04:00,5.12,74929.03,25.7,14.4,9.6,100.0
23:49:00,1.93,34471.95,19.6,0.0,4.6,83.3
00:18:00,13.37,257503.57,24.0,0.0,0.3,80.2
23:46:00,5.82,111507.29,26.0,0.0,0.6,68.7
19:37:00,5.44,86854.66,31.5,0.0,11.4,66.6
10:58:00,1.76,25697.38,23.7,0.0,8.3,90.9
16:10:00,3.48,73179.71,33.1,25.4,7.7,100.0
07:52:00,3.49,75206.23,26.7,0.0,2.8,74.1
03:42:00,10.84,192221.29,23.5,0.0,3.1,86.5
05:19:00,6.45,121137.11,16.1,0.0,5.6,100.0
07:19:00,1.96,42919.14,25.7,0.2,11.4,77.4
19:20:00,5.67,83987.9,27.2,23.5,1.8,100.0
02:17:00,2.11,39624.12,26.6,31.0,2.2,100.0
15:56:00,1.98,31790.25,32.6,0.0,5.4,62.0
02:49:00,5.62,108425.23,20.6,0.0,4.9,78.7
17:09:00,6.5,147944.01,33.4,2.4,8.7,74.7
13:33:00,5.64,89266.57,32.6,0.0,1.2,67.6
17:25:00,11.47,257902.51,30.7,0.5,4.9,58.9
01:29:00,5.39,89593.54,26.2,0.0,6.5,77.8
21:08:00,4.88,68145.76,24.0,1.4,1.9,90.5
02:45:00,2.44,41198.49,29.5,10.0,1.4,85.7
15:50:00,6.88,96443.39,35.4,20.6,2.1,93.7
08:30:00,1.96,38331.13,23.2,0.0,2.6,85.9
03:41:00,12.31,234773.65,25.6,0.0,2.5,75.4
00:54:00,6.93,125932.46,23.8,0.0,1.0,81.1
03:03:00,18.08,319131.52,20.5,3.7,6.7,98.6
00:05:00,5.44,96532.98,26.7,37.4,2.6,100.0
13:13:00,7.1,105718.14,37.6,6.6,2.5,69.6
20:03:00,3.9,53537.88,27.1,0.0,1.0,75.4
15:25:00,4.39,62821.44,36.6,0.0,1.7,56.5
19:46:00,2.65,42531.54,35.3,0.3,1.2,55.5
23:47:00,2.17,40704.02,21.9,28.0,8.6,100.0
07:38:00,4.93,104406.14,29.4,25.0,7.7,100.0
06:16:00,4.37,65339.21,23.1,0.0,8.4,87.5
02:18:00,2.62,45213.0,23.2,0.0,5.8,81.3
16:50:00,2.86,64091.35,35.3,0.0,5.8,58.4
00:48:00,4.56,83327.98,23.6,0.0,3.5,78.5
15:05:00,2.59,40574.41,37.3,0.0,2.1,55.0
11:28:00,5.36,74991.46,27.2,1.3,6.2,84.1
18:10:00,2.64,61767.1,31.2,7.5,0.8,85.4
21:15:00,5.09,74043.61,25.4,2.1,2.3,80.2
22:29:00,2.52,45402.11,25.7,0.0,3.6,73.5
21:24:00,2.53,38711.77,26.4,3.7,0.8,84.6
13:39:00,1.38,20584.76,32.1,0.0,2.2,64.0
05:10:00,4.14,75350.74,21.1,0.0,8.1,94.3
05:06:00,9.27,156095.33,15.9,0.0,3.6,94.3
12:25:00,9.01,133360.21,29.3,0.0,4.5,65.8
18:55:00,5.27,115104.58,29.7,4.4,6.3,78.3
21:21:00,1.65,22671.73,23.2,0.1,3.1,88.0
07:24:00,6.83,137195.96,26.7,2.0,4.9,77.0
01:18:00,5.02,91847.98,20.4,0.0,1.1,92.1
20:30:00,3.66,51532.77,25.0,0.0,1.7,84.8
00:25:00,8.2,139691.15,23.8,20.3,4.2,100.0
14:41:00,6.1,92414.44,32.0,0.0,4.5,72.8
00:40:00,11.95,229618.51,30.8,0.0,3.9,64.5
04:35:00,2.22,41869.02,21.5,1.6,3.2,93.1
15:22:00,2.31,37421.23,29.6,0.0,6.9,78.1
18:46:00,2.51,57112.83,24.5,0.0,3.1,80.7
03:12:00,3.89,68905.46,23.5,8.4,1.0,100.0
02:24:00,9.92,185307.61,25.2,0.0,1.6,70.4
16:01:00,3.28,71477.57,33.7,4.5,1.9,61.9
16:01:00,3.32,70422.25,31.6,0.0,3.2,71.1
11:15:00,5.52,80248.33,27.6,0.0,2.4,69.7
13:08:00,6.83,98361.25,33.5,0.0,1.2,58.7
20:27:00,1.46,22740.78,29.1,0.0,5.1,74.0
05:12:00,7.54,136831.91,23.1,2.9,3.0,90.2
02:34:00,3.23,54629.84,23.5,0.0,3.1,81.6
08:40:00,4.26,94635.1,21.1,0.0,0.6,81.0
04:12:00,9.11,166490.88,24.2,0.0,3.0,81.0
23:30:00,4.02,71885.34,28.7,0.0,6.2,61.9
16:20:00,2.08,49612.21,27.4,0.0,1.0,72.9
13:31:00,2.14,29580.91,30.2,0.0,3.5,70.6
20:53:00,4.42,70091.23,27.7,0.0,2.7,74.0
02:33:00,3.79,66711.37,18.1,0.0,2.5,96.9
00:07:00,4.62,85811.61,19.3,14.7,0.8,100.0
19:58:00,3.67,59742.64,30.1,0.0,1.9,74.4
20:40:00,8.34,125499.28,29.9,3.1,11.3,81.2
22:47:00,4.54,75177.48,26.8,0.0,0.9,60.2
00:01:00,1.86,30787.32,28.2,0.0,3.0,77.6
02:37:00,6.74,117918.3,26.0,25.8,6.5,100.0
17:31:00,11.62,271379.23,35.1,13.1,8.4,89.1
09:53:00,4.84,98619.86,23.6,19.3,1.1,100.0
21:39:00,5.03,73014.55,31.0,0.0,8.8,66.6
02:57:00,3.03,57211.21,22.6,2.2,6.3,79.4
07:27:00,3.97,78799.49,23.9,0.0,5.3,84.7
13:36:00,5.76,92438.91,32.8,0.0,2.3,65.2
23:40:00,7.89,136517.11,25.1,0.0,13.1,71.3
17:00:00,5.6,118488.22,31.2,0.0,1.4,58.5
14:40:00,11.12,154076.94,35.8,0.0,4.2,50.3
21:09:00,4.71,77009.73,27.3,0.0,1.4,80.7
22:54:00,2.56,45667.11,24.3,0.0,1.4,76.3
01:03:00,2.59,44808.75,24.3,0.0,4.8,83.3
09:34:00,8.31,174995.88,20.3,0.0,7.8,89.3
01:09:00,7.42,137532.63,25.2,0.0,6.4,81.2
16:46:00,1.97,43239.59,31.6,0.0,4.7,62.3
07:10:00,4.04,87482.87,28.7,0.0,6.0,78.2
00:13:00,4.11,70923.85,22.0,0.0,1.7,97.0
08:37:00,3.08,61055.49,25.2,0.0,1.4,78.7
10:11:00,2.21,33540.59,24.6,0.0,5.9,87.3
21:44:00,3.04,42475.1,21.3,0.0,3.9,79.8
15:16:00,2.78,45413.35,34.8,0.0,1.0,65.0
06:15:00,2.24,30251.79,21.7,0.0,2.0,91.0
09:34:00,6.78,147662.87,29.3,0.0,0.4,66.3
22:01:00,5.16,89514.28,28.5,0.0,6.9,69.0
02:10:00,3.55,67652.84,29.0,0.0,4.4,80.7
17:40:00,1.59,33710.0,35.6,2.6,2.2,60.8
23:02:00,3.86,74710.41,27.9,0.8,6.5,74.4
12:28:00,5.82,80278.32,28.3,0.0,3.8,61.7
06:17:00,3.1,49205.64,23.7,0.0,11.6,74.8
03:19:00,2.52,45525.61,28.5,0.0,0.1,71.5
12:46:00,4.21,62334.83,34.6,8.0,1.1,65.7
19:13:00,5.3,75991.37,31.3,0.3,2.3,76.4
00:33:00,1.65,31366.54,21.7,0.0,5.4,91.6
07:48:00,8.82,177272.35,22.1,8.8,7.2,100.0
13:53:00,2.4,37591.72,34.9,4.5,6.4,59.3
15:30:00,3.63,53826.07,33.8,0.5,1.3,71.1
13:57:00,8.09,133449.38,33.6,0.0,1.1,61.8
11:39:00,4.77,73168.5,26.5,0.8,4.6,77.9
18:41:00,7.75,165230.7,30.7,0.0,4.4,67.0
22:57:00,9.75,173071.94,33.4,0.0,2.3,66.0
14:17:00,2.16,29591.21,30.3,29.4,8.7,100.0
01:29:00,7.04,122121.44,22.3,2.1,1.0,86.6
01:24:00,8.69,152422.2,29.6,0.0,0.4,70.3
22:18:00,3.71,70786.23,24.8,0.0,3.8,84.9
21:07:00,3.86,61889.71,27.1,0.0,2.2,64.3
18:27:00,1.72,36221.4,34.6,1.8,5.5,70.6
21:07:00,6.62,99985.47,28.3,0.0,1.1,81.2
21:30:00,1.26,17880.98,26.6,0.0,3.3,76.0
16:02:00,7.27,159754.66,31.6,0.0,1.7,70.1
19:02:00,2.21,29923.82,29.6,1.0,4.0,71.9
09:43:00,8.98,195375.44,26.9,3.0,9.8,74.7
05:21:00,5.46,105733.37,21.3,0.0,6.3,95.3
14:16:00,7.42,105082.91,33.2,2.9,7.1,70.8
21:35:00,2.99,43358.59,19.9,37.9,1.4,100.0
10:16:00,2.3,32486.22,26.2,3.4,4.5,73.9
04:13:00,1.86,35794.11,23.8,0.0,3.8,78.7
00:50:00,7.73,127824.92,26.4,0.0,5.3,85.9
07:08:00,6.24,132674.88,23.1,0.0,2.4,91.5
20:29:00,6.35,102389.99,36.4,4.7,4.0,62.0
11:20:00,5.18,72891.96,30.3,0.0,3.8,75.3
11:11:00,5.88,89821.56,24.6,3.0,0.6,86.0
04:36:00,3.87,64501.89,24.1,0.0,5.0,86.3
06:31:00,5.39,85988.84,25.4,0.0,5.5,81.3
03:10:00,2.92,50583.89,27.1,0.0,8.9,77.6
05:19:00,3.78,73502.26,24.9,1.0,4.0,84.7
12:34:00,20.53,333867.28,33.1,0.0,5.1,73.5
19:52:00,4.57,71734.03,27.4,3.5,1.7,85.4
14:46:00,1.67,25068.4,30.8,0.0,3.4,64.8
02:45:00,3.65,68686.28,27.8,0.0,0.6,71.0
22:10:00,2.64,44614.94,15.9,0.0,3.3,93.5
07:51:00,4.85,99150.9,30.7,0.0,5.1,72.2
19:07:00,2.87,39015.9,28.9,0.0,6.5,72.5
15:03:00,4.03,62223.13,34.4,0.0,1.1,59.6
12:26:00,3.1,49276.31,38.7,18.5,4.7,95.9
17:43:00,4.95,117908.5,35.2,0.0,1.8,57.2
09:39:00,3.27,70606.21,24.8,0.0,5.4,84.9
18:37:00,5.36,124266.9,27.6,0.0,3.7,81.8
16:46:00,11.87,281234.94,35.3,0.0,6.6,60.3
23:29:00,2.52,48587.78,23.9,0.0,4.0,74.6
18:43:00,6.44,144644.92,29.3,0.4,4.0,81.7
22:47:00,1.31,22125.05,22.0,0.0,3.1,83.4
04:47:00,3.99,71405.38,28.0,0.0,11.8,76.1
20:26:00,5.03,76222.37,28.1,12.4,5.6,97.0
22:20:00,3.08,56715.79,28.0,0.0,2.1,76.5
08:51:00,1.83,41197.98,28.4,0.0,5.7,72.4
11:19:00,4.4,71467.19,24.4,0.0,3.9,83.0
20:59:00,9.64,141622.2,29.3,0.0,2.8,74.4
00:03:00,4.17,70144.25,29.8,2.1,4.1,79.7
00:10:00,5.93,101591.21,22.5,0.0,4.1,86.0
